text,sentiment
"Krome aplikace muzete vyuzit sluzeb Google Asistenta, Google Home ci Amazon Alexa, coz je jiste prijemny benefit. Apple HomeKit vsak v seznamu prekvapive chybi. Vyzkouseli jsme nekolik ruznych scenaru, jasu i teploty a tento rozvrh nam vyhovuje zatim nejvice. Kazdy jsme ale jiny a tak si svou idealni teplotu i jas budete chvili vybirat. A pokud nechcete, je zde take funkce ktera prizpusobuje teplotu i jas dle toho, jak zapada ci vychazi slunce. Pro zajimavost potesi take aktualni spotreba, kdy v plne zatezi se dostavame na 9 W, zatimco pri uspornejsim sviceni nekam ke 2,2 W. Aplikace nabizi take rozrazeni jednotlivych zarizeni do mistnosti a tak neni problem rozsvitit/zhasnout cely obyvak zaroven.",1
"Existuji zde i ruzne scenare, takze pokud mate Shelly Duo vice, muzete si domacnost zcela zautomatizovat. Naopak zamrzi kostrbata cestina, kdy nektere texty zobrazuje cesky, jine zase anglicky. Na tom je jeste urcite treba zapracovat. Jinak ale nedochazi k zadnym padum a je pomerne prehledna.",1
Cena a dostupnost Shelly Duo,1
"Zarovka Shelly Duo je dostupna na vetsine ceskych e-shopu a to za cenu priblizne 380 Kc s DPH. Pokud bychom chteli osvitit celou nasi domacnost, kde se nachazi 13 zarovek, vyslo by nas to na 4940 Kc. To neni malo penez, na druhou stranu je ovladani svetel mnohem pohodlnejsi. A hlavne prizpusobitelne, coz u beznych zarovek vetsinou nejde.",1
"Po nasem testu uvazujeme, zda bychom si zarovku koupili o k nam do domacnosti. Dosli jsme k zaveru, ze jednu asi ne. Abychom vyuzili vsech moznosti, ktere chytre zarovky nabizi, osvetlili bychom rovnou celou mistnost, nejlepe celou domacnost. Az pak by totiz vynikl ten velky benefit v podobe teplot barev a nastavitelneho jasu. Na kazdy pad je Shelly Duo kvalitnim produktem za prijatelne penize.",1
"Je to dva roky pote, co za oceanem propukla rozsahla korupcni afera odhalujici zmanipulovana prijeti vice nez sedmi set studentu na predni vysoke skoly vcetne Stanfordu ci Yale. Reziser Chris Smith prichazi s vlastni rekonstrukci udalosti v dokumentu Podmaznute prijimacky. Peclivou a pusobivou.",1
"Podvody odhalene agenty FBI v ramci Operace Varsity Blues spojuji tri zakladni prvky. Osobu Williama Ricka Singera, strujce celeho zlocinu. Touhu bohatych rodicu dostat deti na nejlepsi skoly a chybne nastaveny system prijimaciho rizeni, ktery umoznuje podvody.",1
"V Singerove slangu se da na skoly dostat tremi zpusoby - dvermi prednimi, zadnimi a bocnimi. Projit prednimi znamena regulerne se zucastnit narocneho prijimaciho procesu. Vstup zadnimi odkazuje k moznosti darovat skole opravdu vysoky financni dar (desitky milionu dolaru) a treti, Singeruv ,,autorsky vstup bocnimi dvermi, sestava z prijeti na skolu diky kombinaci podvodu s testy a smyslenymi sportovnimi zasluhami. Podle prestize skoly za 300 az 500 tisic dolaru, ktere rodice vyplati formou daru jeho dobrocinne nadaci.",1
"Reziser Chris Smith spolecne se scenaristou Jonem Karmenem stominutovy dokument slozili jako kolaz vypovedi, medialnich vystupu a hlavne hranych scen verne kopirujicich realne telefonaty mezi Singerem a klienty. FBI ho totiz od roku 2018 peclive odposlouchavala. Co tak vetsine dokumentu ubira na relevanci, tedy jista mira dramatizace, tady naopak vystupuje jako nejsrozumitelnejsi ilustrace toho, co rodice vedlo k podvodu, i toho, jak s nimi Singer umel manipulovat. K podvodu se mu totiz povedlo presvedcit i ty, jejichz potomci by se na vysnenou skolu dostali ferovou cestou.",1
Rozhoduji dolary. Uplatky udrzuji kastovni system na univerzitach v USA,1
"Zajimave je, ze podle dostupnych zaznamu se vetsina rodicu neobavala, ze by se o podvodu dovedely urady, ale spise, ze by se o nem dovedely jejich deti. Singera totiz vyuzivali bez jejich vedomi.",1
"Smithovi a Karmenovi budiz pripsano k dobru, ze pred kameru dostali i ,,druhou stranu. Sice ne primo Singera, ale jeho obchodni partnerku i jednoho z obvinenych treneru. Efektne pusobi take domaci videa ,,beznych studentu zachycujici chvili, kdy se dovidaji rozhodnuti o prijeti na univerzitu.",1
"Pripominaji, jak velky tlak na ne prijimaci masinerie vyviji. I proto je skoda, ze se k pripadu v dokumentu blize nevyjadruje nejuzsi vedeni univerzit. Jakmile se totiz tvurci prokousou nikterak prehlednym predstavenim afery, vyplouva na povrch, ze krome Singera a rodicu jsou na vine hlavne ti, kteri nastavuji pravidla systemu, a tudiz umoznuji existenci korupcnich praktik.",1
"Po serii tri uspesnych autorskych projektu pro Netflix se Smithovi znovu povedlo uhodit hrebicek na hlavicku s tematem bourlivym a zaroven zrucne zpracovanym. Do ceske Top 10 se vsak film prozatim nedostal. Zkratka zlociny bilych limecku netahnou tolik jako tajemna zmizeni, znasilneni a vrazdy. Navic cesky, znacne domacky preklad nazvu dokumentu na atraktivite taky nepridava.",1
"LOS ANGELES Za roli v komedialnim thrilleru Jako v bavlnce je Rosamund Pikeova nominovana na Zlaty globus, jejz muze ziskat uz tento vikend. Ve snimku z nabidky Netflixu predstavuje zenu, ktera se v ceste za bohatstvim nenecha zastavit nikym a nicim.",1
"Ze umi zahrat potvory, prokazala Rosamund Pikeova ve filmu Davida Fichera Nezvestna z roku 2014, kde ztvarnila zdanlivou obet zlocinu, ve skutecnosti vsak monstrozni intrikanku. Ve filmu Jako v bavlnce si o postave, kterou hraje, nelze delat velke iluze od sameho zacatku. Marla Graysonova si na luxusni zivobyti vydelava tak, ze se nechava ustanovit opatrovnici bezbrannych senioru a nasledne se zmocni jejich majetku.",1
"Oficialne vse probiha v souladu se zakonem, ale z hlediska moralky se Marla brodi hlubokym bahnem. V jejim podnikani ji pomahaji lekari i provozovatele pecovatelskych zarizeni a z cire naivity je ji napomocen i soudce, ktery Marle stare lidi ochotne sveruje do pece, casto bez vedomi, nebo dokonce proti vuli jejich vlastnich pribuznych. Tem pak zbyva jen bezmocny vztek.",1
"Marlu a jeji pracovni i zivotni partnerku Fran (Eiza Gonzalezova) zajima jedine: zajistit si bohatstvi a privilegovane postaveni. Osudy jinych lidi pro ne jsou jen prostredkem k dosazeni vlastnich cilu. Vydatne posunout Marlu a Fran ke kyzenemu prepychu by mela i jejich nejnovejsi ,,klientka, kterou si vyhledly. Jennifer Petersonova je podle jejich spriznene lekarky zamozna a osamela zena bez jakychkoli pribuznych a pratel a udajne se u ni zacaly projevovat prvni priznaky demence.",1
"Zpocatku jde vse hladce, zaskocena Jennifer se necha vystehovat z domu, pripravit o mobil a uveznit v pecovatelskem dome. Brzy vsak zacne mechanismus skripat: ukaze se, ze Jennifer nebyla tak osamela, jak se zdalo, a ze ma velmi silneho, odhodlaneho a bezohledneho spojence - mafianskeho bosse Romana (Peter Dinklage) a cely jeho aparat.",1
Ukol pro divaky: setrete sympatiemi,1
"Mafian zkousi vsechno mozne, aby Jennifer osvobodil, ale jeho usili troskota na Marline neustupnosti i na pravnim usporadani, jez Marla dovedne vyuziva. Kdyz nepomohou pokusy o dohodu ani vyhruzky, dojde na skutecny boj. Ani tehdy se vsak jeste Marla nehodla vzdat, i kdyz to muze znamenat konec nejen vsech jejich zivotnich planu, ale zivota jako takoveho. Zapas nabude spektakularnich rozmeru, a jelikoz je po moralni strance uplne jedno, kdo z nesnesitelne krutych protivniku vyhraje, usti jejich valka nutne v ponauceni o systemu, kde k uspechu a nadvlade nad jinymi vede bezskrupuloznost a tvrdost.",1
"Dej snimku hodne spoleha na spolupraci divaku a jejich ochotu verit predestrenym skutecnostem: at jde o fungovani pece o seniory, nebo mafianske organizace. Komedialni nadsazka tu hranici s pohodlnym ohybanim faktu a prvky nacerpane ze zasobarny podobne ladenych mafianskych pribehu moc nedrzi pohromade vnitrni logikou.",1
"V samotnem budovani Marlina charakteru (lepe receno bezcharakternosti) je vsak anglicky reziser J Blakeson ve spolupraci s Rosamund Pikeovou docela uspesny. Bezohledna predatorka dovede klamat svymi rysy, ktere by ve spojeni s jinou motivaci mohly byt povazovany za pozitivni az prikladne: cilevedomosti, vytrvalosti, nebojacnosti, zenskym sebevedomim, partnerskou oddanosti. I Marlina lesbicka orientace by ji mela ,,spravne pridavat body, a prece je ta bezcitna postava tak hrozna, ze nuti divaky stranit jejimu nepriteli.",1
"Ten zasluhou svych fyzickych dispozic rovnez opticky spada do kategorie, jiz slusny clovek obycejne fandi - presto jde o zlocince, ktery si naopak slitovani nezaslouzi. Ve finale je tento znepokojivy kontrast doveden az do krajnosti. Provokativni hra se soucitem zalozenym na konvencich je sice trochu umele vysponovana, nicmene vede k uzitecnemu sdeleni, ze nejen odsudky, ale i sympatiemi je lepe setrit, pokud dotycnou osobu skutecne dobre nezname. To plati i pro postavu nevyzpytatelne seniorky Jennifer, jejiz nenapadnou dustojnost dobre vystihla Dianne Wiestova. Kdyz dojde na zapasnicke schopnosti, je to s verohodnosti uz ponekud slabsi.",1
"Mezi ty nejsilneji podane pribehy o ceste pres mrtvoly se snimek Jako v bavlnce sice nezapise, ale zejmena diky vykonu Rosamund Pikeove take nejde jen o prazdnou konstrukci: Marla ma nepochybne i ve skutecnem svete nejake ty dvojnice.",1
"Svet World of Darkness je letity, propracovany a rozsahly, ale dovolime si tvrdit, ze v Cesku ne az tak znamy, i kdyz i u nas ma sve fanousky. Odstartoval puvodne serii Vampire: The Masquarade jako stolni RPG. Nasledovala dalsi saga Werewolf: The Apocalypse, pak Hunter: The Reckoning a mnoho dalsich, diky kterym World of Darkness bobtnal, rozmahal se a expandoval i do dalsich forem zabavy a medii. Nasledovaly knihy, komiksy a logicky i videohry.",0
"Vampire: The Masquarade se dockal hned nekolika povedenych hernich adaptaci, ale Werewolf: The Apocalypse mel vetsinou smulu, viz ramecek. Nyni je tu novinka s podtitulem Earthblood, ktera uz na prvni pohled vypada zastarale. A zastarala take je. Jde o beckovou rezbu s prvky kradmeho plizeni a RPG, ktera se hraje jako z ery PlayStation 2 a graficky vypada jako titul pro PlayStation 3. Spousta lidi vsak pari retro i dnes, ze?",0
Hlavni hrdina se meni ve vlka i vlkodlaka,0
"Pribeh pojednava o smecce Garou (vlkodlaku), ktera je ekoteroristickou jednotkou bojujici na severozapade Ameriky se zlotrilou spolecnosti Endron, ktera decimuje prirodu. Ve svete Werewolf: The Apocalypse se totiz valci za zachranu Gaii. Filozofie, ze nase Zeme je jeden zivy organismus, ve hre doslova oziva.",0
"Svet je ovladan tremi entitami, ci chcete-li spirity. Chaoticky Wyld stoji za stvorenim zivota a dohlizi nad prirodou. Weaver dava stvorenim Wyldu rad. Posledni Wyrm ma ocistovanim a usmernovanim kontrolovat balanci mezi Wyldem a Weaverem. Bohuzel sam Wyrm ztratil kontrolu a zacal nebezpecne ovlivnovat lidi. Hlavnim hrdinou hry je vlkodlak Cahal, ktery jako by z oka vypadl Matthewovi McConaugheymu z postapokalyptickeho filmu Kralovstvi ohne (Reign of Fire). Pokud jste tento nepravem zapomenuty snimek nevideli, doporucujeme ho zhlednout.",0
"Cahal ve vlkodlaci podobe ztraci behem boje s vojaky Endronu sebeovladani a v zachvatu zurivosti zabije blizniho lykantropa. Vzapeti kvuli tomu opousti smecku a odchazi do exilu. Z toho se musi po letech vratit, kdyz se dozvi, ze je v ohrozeni jeho vlastni dcera. Pribeh je beckovy jako cela hra. Nicim neprekvapi, ale ani neurazi.",0
Prokleti (hernich) vlkodlaku,0
"Earthblood neni ani zdaleka prvnim pokusem o prevedeni Werewolf: The Apocalypse do formy videohry. Tim prvnim byla stejnojmenna izometricka mlaticka/akcni RPG od Capcomu, ktera mela vyjit pro prvni PlayStation a Saturn. Bojovka od Capcomu? To snad ani nemohlo dopadnout spatne, ne? Hra vypadala slusne, ale svetlo sveta nikdy nespatrila.",0
"O dalsim projektu Werewolf: The Apocalypse - The Heart of Gaia pro PC od zanikleho studia DreamForge Intertainment se mluvilo hodne. Zcela uprimne - v roce 1999 jsme nad nim slintali vsichni. Slo o na tehdejsi dobu neskutecne paradne vypadajici akci, v niz jste se meli chopit role Ryana Mcullougha, ktery se dokaze menit ve vlkodlaka. Hrac mohl volit mezi perspektivou z treti a prvni osoby a gamesa vypadala na poradnou rezbu s prvky adventury. Bohuzel byla v roce 2000 zrusena, coz mnohe vcetne nas zarmoutilo. Mohlo jit o velky hit.",0
"Dalsi Werewolf: The Apocalypse dostali na starost vyvojari z Troika Games a melo jit o nasledovnika Vampire: The Masquerade - Bloodlines ve stejnem duchu. I tato hra byla ale zrusena. Pred Earthblood je proto jedinou videohrou z rise vlkodlaku, ktera skutecne vysla, Werewolf: The Apocalypse - Heart of the Forest, coz je vizualni roman pro Nintendo Switch a PC.",0
"Postavy jsou toporne a ploche. Je take skoda, ze nebylo odhaleno vice ze sveta Werewolf: The Apocalypse potazmo World of Darkness. Urcite by to spousta hracu ocenila. Kdo ho nezna, spousta veci mu ujde. Proto jsou hraci stolniho RPG pri pareni Earthblood zvyhodneni a hru si uziji vice. Z herniho hlediska je novinka klasickou kombinaci brutalni reze s kradmym postupem. Za Cahala muzete hrat hned ve trech formach. Jako vlk jste rychli a dokazete se snadneji schovat. Prolezat take muzete vetracimi sachtami, jejichz vchody vtipne znaci blikajici zelene svetlo.",0
"Muzete se i plizit, pokud chcete",0
"Timto zpusobem muzete obejit nepratele a vyhnout se konfliktum. To je vsak mnohdy skoda, protoze rvacky jsou to nejlepsi, co hra nabizi. Jako clovek se Cahal take plizi stiny. Protivniky likviduje hezky potichu lamanim vazu, pripadne muze na dalku vyuzit kusi s sipy. Stealth cast Earhtblood je zastarala, ale chvilemi jsme si ji uzivali. Nepratele bohuzel chodi po snadno odhadnutelnych cestach. Jednou se dostanete do oblasti, kdy se k vam dva vojaci otoci zady a vylozene se nabizi k likvidaci. Podruhe zase zavitate tam, kde se nemuzete pohnout ani o pid, protoze jsou rozmisteni tak, ze vas vzdy nekdo uvidi.",0
"Diky neslysnemu postupu muzete zredukovat stavy nepratel v lokaci, nez dojde k otevrenemu konfliktu. Holohlavy hrdina dokaze take hackovat pocitace a vypinat diky tomu kamery, strilny ci otevirat dvere. Umi nejenom vyt, ale take vest cloveci rozhovory s nejruznejsimi postavami.",0
"Ty zadny velky vyznam pro hratelnost nemaji, ale muzete se diky svemu jazyku opet vyhnout boji. Vyznamnejsi je jen finalni rozhodnuti, podle ktereho uvidite jeden ze dvou moznych koncu hry. Zabavne i drsne je, ze pokud se vam nebude libit, jak se k vam nekdo chova, nebo jak s vami jedna, muzete se i behem rozhovoru promenit v obri bestii a dialog ukoncit roztrhanim vaseho protejsku vedvi.",0
"Hra za vlkodlaka je neprekvapive tim nejzabavnejsim, co Earthblood nabizi. Muzete se pohybovat po ctyrech i po dvou. V prvni jmenovane pozici jste hbitejsi a doskocite dale, ve druhe zase zasazujete o poznani vice devastujici udery a jste celkove silnejsi i odolnejsi, byt pomalejsi. Behem boju muzete atakovat v jednoduchych kombech, pouzivat specialni vlastnosti, odevzdat se zachvatu zurivosti, a dokonce protivniky dorazet pomoci poprav. Ty jsou bohuzel dosti chude. Dojde jen na trhani hlav a koncetin.",0
Umela demence generickych vojaku,0
"My bychom si dokazali predstavit mnohem brutalnejsi mordovani ve stylu fatalit ze serie Mortal Kombat. Hranim videoher jsme se, co se masakru tyce, poradne otrkali. Presto vsak v realu nikoho nevrazdime. Prisahame! Nepratele jsou bohuzel nejenom kvuli spatne umele inteligenci hloupi, ale take genericti. Jde o tuctove vojaky, jejich steroidy napechovane verze a naprosto nesmyslne exoskeletony a drony. To nejsou zrovna typicti nepratele lykantropu. Kde jsou upiri, zombie a demoni? Asi zustali ve svych slujich kvuli lockdownu.",0
"Az ke konci se objevi mutanti Wyrmu, kteri zamichaji kartami. Zvlaste rohate variace deformovanych zrud vam dokazou poradne zatopit. Bossove jakbysmet. Rvacky s nimi jsou super. Hodne odschoolove ci chcete-li zaostale je take respawnovani nepratel. Objevuji se ve dverich, ktere vsak muzete sabotovat, abyste jim zabranili vstoupit do lokace. Oklikou do ni evidentne netrefi.",0
"Za uspesne masakrovani ziskavate spiritualni energii, jez se postupne meni na body, kterymi si muzete vylepsit Cahala, jeho bojovy um i dalsi schopnosti. Ziskate vetsi zdravi, rychlejsi dobijeni zurivosti, stanete se silnejsi ve vzprimenem postoji atd. Strom dovednosti ma tradicni a mnohokrat videnou podobu, ale nove schopnosti ocenite.",0
"Krome toho muzete spiritualni energii nasavat i z kvetin, stromu, kosti nebo hub. Protoze Gaia, ze jo! Cuchani k houbam v plesnivem rohu mistnosti pusobi obzvlast humorne. Kde se nejaky ten duch nachazi, odhali polostinova vize. Ta take napovi, kde lze co spustit.",0
"A kudy, ze se to budete protloukat? Zacnete v lesich, odkud se probojujete do tovaren. Sterilne vypadajici haly bez spetky napaditosti ostatne tvori vetsinu hernich prostredi. Zavitate i na prehradu, zakladnu vojaku, ropnou plosinu a aby se nereklo, tak i do pouste. Zrovna tato oblast i les nevypadaji spatne.",0
Na PlayStation 2 by to byla pecka,0
"Jenze jakmile vas postavi mezi ctyri zdi, je to tragedie. Mozna vyjma basy, ktera ma slusnou atmosferu. Trochu ve stylu serialu Utek z vezeni (Prison Break), ktery mame radi. Pri hrani vas bude obcas stvat kamera, ktera nejednou zavita do mist, kam se nikdo nevydal. Bohuzel kvuli tomu uvidite starou belu. Co se technickeho stavu tyce, je zastaraly. To uz vas jiste neprekvapi.",0
"Hratelnost pripomina eru PlayStation 2 a je fakt skoda, ze Earthblood nevysel na konci aktivniho zivota teto konzole. Mohla z nej byt legenda, kult i nejlepsi hra s vlkodlaky vubec. Nyni jde pouze o nadprumer, protoze o tri generace pozdeji pusobi hra jako spatny vtip, a to i kdyz ji povazujeme diky hratelnosti za nadprumernou. Grafika je smesna. Vypada prinejlepsim jako u launchoveho titulu pro PlayStation 3. Ale opravdu prinejlepsim. Stejne je na tom i animace postav, ktera vypada toporne, jako by slo o Igracky.",0
"Castokrat pristoupite ke spinaci, ktery chcete aktivovat a jakmile to udelate, hra Cahala presune sama o dobry pulmetr ke spinaci. Zastaralost hry se da prezit, pokud budete sami chtit. Chcete rezbu s vlkodlakem? Mate ji tu. Hre se nevyhnuly bugy, coz jsme samozrejme cekali. Neslo vsak o prusvihy, ktere by vedly ke spadnuti cele hry nebo nemoznosti pokracovat dal. Mozna jsme se otrkali pri hrani Cyberpunku 2077, ale Earthblood jsme nakonec snesli i pres jeji pofiderni stav.",0
"Co se nam pri hrani stalo? Propadli jsme texturami, nebo nam zmizela z rukou kuse. Nastesti se hra sama uklada casto, takze zadne sahodlouhe vraceni zpet nehrozi, i kdyby se vam stalo cokoliv. Poruchovost se tykala taktez nastaveni. Snazili jsme si zapnout titulky a vibrace, ale ani jedno z toho nefungovalo, i kdyz se nam hra snazila tvrdit, ze je oboji aktivni.",0
"Blbost na par hodin, ktera priznivce lykantropu pobavi",0
Takze jake ze speciality nabizi PlayStation 5 verze? Hra se nahraje behem par sekund. Pritomnost SSD disku je pri hrani znatelna. Ale co vice? Nevime. Moznosti ovladace DualSense jsme kvuli spatnemu technickemu stavu nedokazali vyzkouset. Tak alespon co hudba a zvuky? Odpoved neni jednoznacna. Dabing je spatny a nanestesti ne ve vtipnem smyslu.,0
"Herni hudba neni nicim vic nez jen generickym metalem. Jenze, na soundtracku se objevuji i dva tracky od novozelandske trashmetalove formace Alien Weaponry. Ta zpiva v maorstine a jeji songy jsou udernejsi nez rana pesti od vlkodlaka. Werewolf: The Apocalypse - Earthblood je blbost, nepopirame to. Ale bavili jsme se u ni.",0
"Prodava se za snizenou cenu, ktera by vsak mohla byt jeste nizsi. Jestli je to hra pro vas, uz jiste po precteni recenze vite. Zivotnost je bohuzel kratka. Po sedmi hodinach hrani je konec. Sice tu jsou dva ruzne konce, ale na opakovane hrani to nevidime. Za pokracovani, ktere by bylo povedenejsi, bychom se nezlobili.",0
"V Super Mario 3D World se s Mariem, Luigim, Toadem a Peach vydame do kralovstvi Sprixie, abychom zachranili drobne vily - princezny, ktere Bowser uveznil do sklenic. Hra vysla uz v roce 2013 na Wii U, kde sklizela jednu vysokou znamku za druhou a po pravu se s temer sesti miliony prodanymi kusy stala druhou nejprodavanejsi hrou na Wii U. Jen pro poradek, prvni jsou zavody Mario Kart 8, ktere opanovaly i Switch.",1
"Struktura Super Mario 3D World je prosta. Mame tu mapu sveta, z niz se vstupuje do jednotlivych urovni. V tech jsou ukryte tri zelene hvezdy a razitko, ktere se pouzivalo v dnes jiz nefunkcni socialni siti Miiverse. Nove najdou vyuziti ve Snapshot rezimu, kdy si nastavite scenu, vyberete filtr, aplikujete razitko a poridite ten nejhezci screenshot na svete.",1
"Dulezite jsou kazdopadne hvezdy, ktere potrebujeme, abychom na konci kazdeho sveta mohli vstoupit do hradu a utkat se s bossem. Vedle toho je mapa plna ruznych odbocek, minci a tajnych skrysi, ktere je zabavne prozkoumavat.",1
"Navrh urovni je ve vetsine pripadu naprosto spickovy. Kazda ma nejake tema a myslenku. Jednou to mohou byt otocne plosinky reagujici na skok, jindy hrajeme pod vodou ci se obraz automaticky posunuje a na nas je, abychom doslova nevypadli z deni. Nebo strasidelna sidla - ta jsou plna duchu, nastrah ci iluzi. V jedne z variant se napriklad promenime v lucerny, abychom si poradili s vetsim mnozstvim duchu. Pokazde se tak tesite, co si na vas hra pripravila.",1
"Toto je zkratka prvni trida a duvod, proc mam serii Super Mario tolik rad. Pak jsou tu mini-bossove po ceste a samozrejme regulerni bossove na konci kazdeho sveta. Boss fighty nejsou nejak krvave obtizne, spis zabavne pojate. Kdyz prijdete na to, co delat, mate skoro vyhrano.",1
"Mise jako takove nejsou dlouhe, ale objevit a ziskat nektere hvezdy da zabrat. Nastesti je nepotrebujete vsechny. Tedy alespon ne hned. Do sedmeho sveta je hra pomerne benevolentni, nicmene prave na jeho konci jich je treba mit 130. Stejne jako v puvodni verzi. Ani to neni nejak drasticke, kazdopadne pokud jste na hvezdy dosud kaslali, je to bariera. Takze urcite hrajte na pohodu, ale zaroven, kdyz uvidite hvezdu, nevahejte a bezte si pro ni.",1
"My jsme si doma uzili dalsi legraci i pri opetovnem pruchodu nekterych urovni prave za ucelem zisku hvezd. Vzdy vidite, ktere ze tri hvezd vam chybeji. Podle toho muzete zhruba urcit, ve ktere casti urovne se nachazeji. A vzhledem k tomu, ze hra je celkem navodna, vetsinou neni takovy problem vsechny posbirat. V kazdem svete je jeste mysteriozni domek, ktery obsahuje v rychlem sledu minimalne pet vyzev. A za kazdou splnenou je hvezda. Herni dobu jeste slusne prodluzuji bonusove svety.",1
Jak je to s dotykovym ovladanim?,1
"V puvodni hre nasel vyuziti Wii U GamePad, pres ktery se aktivovaly ruzne prvky. Foukat uz neni treba, ale dotykove prvky zustaly. V handheldovem rezimu neni co resit. Potrebujete aktivovat plosinku? Staci se ji dotknout na displeji. Pri hrani v doku je to trochu komplikovanejsi, protoze nejprve stiskem tlacitka aktivujete ukazatel, namirite ho na pozadovane misto a dalsim stiskem provedete aktivaci. Ale nemusite se bat, je to jen zabavny gimmick nez mechanismus, na ktery byste narazeli v kazde druhe urovni.",1
"Super Mario 3D World uvedl novou promenu Maria (a jeho partaku), kdy se po sebrani zvonecku (Super Bell) aktivuje kocici forma. Ta propujcuje nove schopnosti, napriklad lezeni po zdech. Vedle tradicniho hopsani tu ovsem jsou i ruzne minihry, napriklad jizda po rece na zadech dinosaura Plessie nebo puzzle s kapitanem Toadem, z nejz pak vznikla samostatna hra Captain Toad: Treasure Tracker.",1
"Velkou devizou je hrani s kamarady, a to az ve ctyrech lidech (nove i online). Soutezivost do jiste miry podporuje i vysledkova tabulka na konci kazde urovne, kdy hra kazdeho bodove ohodnoti a tomu nejlepsimu usadi na hlavu korunku. My jsme hrali doma ve trech a i ten nejmensi, kteremu jsou tri a pul, byl schopny se zapojit. Priznavam ale, ze v nekterych urovnich jsme vyuzivali zachrany v podobe boostu, ktery se objevi, kdyz se vam nedari. Hrdinove obleknou bily kocici oblek a vetsina nepratel ani nastrah je tak nezrani. Dulezite je jen nespadnout.",1
"Nova verze je tak o neco dynamictejsi a pratelstejsi. Mozna jste si pri pohledu na trailer rikali, proc postavy behaji rychleji. Je to tak schvalne. Krome toho dokazou doskocit dal a v kocici podobe vysplhat o neco vys. Podle me je to super, hra je tak pristupnejsi, aniz by trivializovala nektere tezsi pasaze. Hlavne to rychlejsi behani. Mozna to zni jako drobnost, ale hre to v mych ocich prospelo.",1
"Uplna novinka, ktera v puvodni verzi nebyla, je nova kampan Bowser's Fury. Ta je dostupna primo z hlavniho menu a neni nijak navazana na postup v zakladni hre. Sily zde spoji Mario a Bowser Jr., jehoz tatinek je ponekud zlejsi nez obvykle. Ano, je to necekane spojenectvi, ale ledacos prozrazuje Bowserova zlovestna vizaz.",1
"Pridavek je pojat uplne jinak nez Super Mario 3D World, a to formou otevreneho sveta. V nem se snazime aktivovat kocici oltare, ktere nas promeni v Giga Cat Maria, ktery se muze postavit celkem desivemu Fury Bowserovi (to je jediny moment, kdy se mi hra trochu zacukala). Behem hrani se cas od casu zmeni pocasi, kdy potemni obloha, zacnou padat meteority a Fury Boswer na nas utoci. To pusobi zpocatku dost desive. Nam nezbyva nez uhybat a chvili vse preckat bez ztraty kyticky. Nebo jeste lepe, zurivost Boswera nasmerovat na bedny, ktere muze rozbit jen on.",1
"Zatimco Super Mario 3D World nabizi hrani az ve ctyrech, Bowser's Fury si uziji dva, a to jeste ne plnohodnotne. Veskerou praci musi obstarat Mario, zatimco jeho pomocnik Bowser Jr. jen pricmrndava. Kdyz hrajete solo, muzete si nastavit, jak moc vam ma Bowser Jr. pomahat. Nejvetsi tvrdaci samozrejme hraji bez pomoci. Juniora se muze chopit i druhy hrac, ktery poletuje okolo a vypomaha, ale takova zabava to neni. Vsechno musi stejne oddrit Mario.",1
"Bowser's Fury se ocividne inspiruje v konceptu Super Mario Odyssey a je fajn, ze prinasi jiny styl hrani nez Super Mario 3D World. Funguje to tak, ze se pred vami postupne otvira ostrov, respektive zpristupnuji dalsi jeho casti. A s tim i dalsi moznosti. Na mape si muzete overit, kde vam co chybi. Nektere casti ostrova jsou takove mini-levely, v nichz musite sesbirat napriklad pet tokenu.",1
"Je to takovy zabavny slepenec vseho mozneho a byt i zde jsou hodne dobre pasaze, ted uz muzu napsat, ze Bowser's Fury kvalit zakladni hry nedosahuje. 3D World nas doma zkratka bavil vic a neni to jen kvuli tomu, ze tam muzeme hrat vsichni. Na druhou stranu porad se tu bavime o slusnem bonusovem pridavku ke spickove hre. Je to dalsich par hodin zabavy navic, coz se pocita.",1
"Pokud jste Super Mario 3D World na Wii U nehrali, neni co resit. Super Mario 3D World + Bowser's Fury je povinnost. Toto je jedna z tech esencialnich her (stejne jako treba Super Mario Odyssey), kvuli ktere mate Switch. Navic k tomu ziskate fajn pridavek zdarma. Muzu mluvit i za deti, ktere hrou poslednich ctrnact dni uplne zily. A majitele puvodni hry? Pokud zvazujete koupi jen kvuli Bowser's Fury, tak to podle me za to nestoji. Ale mozna si budete chtit zahrat znovu, protoze Wii U uz davno nemate, kdo vi. To uz si musite rozhodnout sami. Ja jsem kazdopadne rad, ze Super Mario 3D World na Switch vysel, protoze se tak tento skvost dostane k mnohem vetsimu poctu hracu.",1
"Znate ten pocit, kdyz vase okoli neco vynasi do nebes, ale vy na tom nevidite nic extra, takze jen potichu sedite v koutku a mlcite, abyste nebyli za skarohlida?",1
"Presne tak jsem to mel i s prvnimi Little Nightmares z roku 2017 (nase recenze). Hororova plosinovka sice vypadala skvele, jeji atmosfera byla vytecna a napln zajimava, ale nejak jsem v ni nevidel nic, co uz predtim a daleko lepe nedokazal treba Inside (nase recenze). O to vetsi prekvapeni pro me je, ze druhy dil postaveny na prakticky stejnych mechanismech funguje mnohem lepe.",1
